completion_pct,total_duration_days,elapsed_days,days_remaining,daily_velocity,log_frequency,labor_count,budget_ratio,total_logs,category,weather_factor,delay_days,actual_total_days,is_delayed
74.01,424,377,47,0.1963,0.1,199,1.075,37,road,0.7,22,446,1
23.7,643,117,526,0.2026,0.43,26,0.231,50,education,1.14,0,643,0
63.97,202,124,78,0.5159,0.718,160,0.668,89,electricity,1.07,0,202,0
92.77,227,132,95,0.7028,0.842,49,0.437,111,water,1.01,0,227,0
17.11,468,78,390,0.2193,0.496,38,0.169,38,water,0.91,0,468,0
29.94,543,232,311,0.1291,0.821,126,0.487,190,healthcare,1.08,75,618,1
36.37,1010,837,173,0.0435,0.744,32,0.861,622,healthcare,0.67,125,1135,1
16.52,203,31,172,0.5329,0.453,39,0.146,14,electricity,0.97,0,203,0
52.32,602,219,383,0.2389,0.708,164,0.361,155,road,0.79,10,612,0
35.61,598,225,373,0.1583,0.952,18,0.466,214,education,0.84,1,599,0
33.22,489,122,367,0.2723,0.432,77,0.316,52,water,0.63,0,489,0
100.0,201,144,57,0.6944,0.604,143,0.684,87,education,0.86,0,201,0
9.79,758,189,569,0.0518,0.621,109,0.217,117,housing,0.72,47,805,1
100.0,330,306,24,0.3268,0.904,30,0.843,276,electricity,0.77,0,330,0
16.63,170,37,133,0.4495,0.522,94,0.236,19,electricity,0.67,4,174,0
100.0,426,399,27,0.2506,0.529,24,0.951,211,water,0.87,0,426,0
87.98,1294,1135,159,0.0775,0.233,54,0.735,264,housing,0.99,3,1297,0
98.2,633,463,170,0.2121,0.151,166,0.706,69,housing,1.19,0,633,0
63.7,700,401,299,0.1589,0.475,138,0.648,190,healthcare,1.05,0,700,0
24.21,387,111,276,0.2181,0.475,114,0.369,52,education,0.76,2,389,0
59.24,456,251,205,0.236,0.404,76,0.712,101,water,1.02,0,456,0
65.09,401,280,121,0.2325,0.702,82,0.595,196,education,1.05,8,409,0
100.0,116,109,7,0.9174,0.496,196,0.72,54,electricity,0.67,19,135,1
81.52,379,239,140,0.3411,0.522,11,0.454,124,water,1.15,1,380,0
81.29,516,325,191,0.2501,0.532,29,0.762,172,water,0.71,14,530,0
49.93,141,72,69,0.6935,0.851,39,0.641,61,electricity,0.93,0,141,0
46.06,1016,457,559,0.1008,0.548,83,0.408,250,healthcare,0.87,0,1016,0
47.27,821,414,407,0.1142,0.496,126,0.495,205,healthcare,0.87,2,823,0
49.15,728,227,501,0.2165,0.864,43,0.312,196,healthcare,1.12,0,728,0
63.04,732,396,336,0.1592,0.769,52,0.529,304,healthcare,1.19,0,732,0
47.15,799,485,314,0.0972,0.244,55,0.543,118,healthcare,0.72,62,861,1
27.93,138,52,86,0.5371,0.384,161,0.41,19,electricity,0.93,15,153,1
42.35,495,149,346,0.2842,0.591,12,0.215,88,healthcare,1.02,0,495,0
47.33,395,211,184,0.2243,0.507,31,0.583,106,water,1.18,0,395,0
16.71,235,107,128,0.1562,0.754,48,0.411,80,electricity,0.91,37,272,1
44.59,519,486,33,0.0917,0.136,89,0.798,66,healthcare,0.84,160,679,1
55.4,676,581,95,0.0954,0.702,17,0.953,407,healthcare,1.17,122,798,1
40.59,415,207,208,0.1961,0.446,144,0.486,92,road,0.86,55,470,1
15.26,244,32,212,0.4769,0.997,96,0.142,31,electricity,0.87,0,244,0
7.27,773,148,625,0.0491,0.153,162,0.212,22,healthcare,0.99,108,881,1
100.0,172,160,12,0.625,0.326,32,0.738,52,water,1.04,0,172,0
39.88,1198,846,352,0.0471,0.917,55,0.594,776,housing,0.79,127,1325,1
51.8,676,615,61,0.0842,0.811,112,0.681,498,education,0.85,134,810,1
68.23,954,437,517,0.1561,0.473,192,0.388,206,housing,0.74,10,964,0
34.8,1192,706,486,0.0493,0.232,134,0.429,163,housing,1.15,113,1305,1
37.35,203,69,134,0.5414,0.304,102,0.421,21,water,0.6,0,203,0
20.39,432,117,315,0.1743,0.808,29,0.202,94,healthcare,0.83,13,445,0
100.0,382,323,59,0.3096,0.102,39,1.035,32,water,0.83,0,382,0
63.23,1281,525,756,0.1204,0.218,173,0.332,114,housing,0.95,0,1281,0
43.41,273,211,62,0.2057,0.329,39,0.873,69,water,1.12,127,400,1
31.66,547,115,432,0.2753,0.954,150,0.207,109,road,1.11,9,556,0
33.41,348,153,195,0.2184,0.243,42,0.382,37,road,0.72,63,411,1
35.85,387,225,162,0.1593,0.814,44,0.462,183,healthcare,1.07,39,426,1
100.0,443,397,46,0.2519,0.269,168,0.929,106,water,0.87,2,445,0
46.08,321,121,200,0.3809,0.439,47,0.457,53,water,0.78,9,330,0
61.51,515,332,183,0.1853,0.49,156,0.602,162,road,0.69,4,519,0
56.82,594,374,220,0.1519,0.744,60,0.542,278,healthcare,0.84,6,600,0
14.27,716,72,644,0.1983,0.513,14,0.12,36,education,0.75,0,716,0
28.89,191,22,169,1.3131,0.568,77,0.083,12,electricity,1.02,6,197,0
60.18,710,387,323,0.1555,0.516,87,0.45,199,education,1.15,3,713,0
80.9,520,272,248,0.2974,0.32,11,0.609,87,housing,0.63,8,528,0
100.0,365,295,70,0.339,0.312,55,0.572,92,road,0.68,1,366,0
78.09,1211,645,566,0.1211,0.124,194,0.385,79,housing,1.04,0,1211,0
53.71,448,209,239,0.257,0.827,188,0.398,172,water,0.7,1,449,0
66.42,162,123,39,0.54,0.947,160,0.637,116,electricity,0.96,66,228,1
18.1,322,66,256,0.2743,0.164,103,0.218,10,water,1.14,0,322,0
100.0,149,111,38,0.9009,0.103,192,0.672,11,electricity,1.18,0,149,0
42.78,255,204,51,0.2097,0.958,62,0.758,195,electricity,1.12,60,315,1
69.93,176,104,72,0.6724,0.118,31,0.671,12,electricity,0.94,1,177,0
50.18,512,287,225,0.1748,0.667,26,0.593,191,water,1.11,2,514,0
36.04,396,131,265,0.2751,0.441,88,0.268,57,water,1.14,3,399,0
43.34,416,228,188,0.1901,0.634,10,0.571,144,healthcare,0.98,38,454,1
64.34,303,171,132,0.3762,0.607,6,0.415,103,electricity,0.73,0,303,0
33.76,396,109,287,0.3098,0.376,82,0.198,40,healthcare,1.0,0,396,0
46.03,216,93,123,0.495,0.221,32,0.528,20,education,0.7,0,216,0
30.5,390,170,220,0.1794,0.287,90,0.444,48,water,0.91,48,438,1
35.35,105,43,62,0.8222,0.788,159,0.467,33,electricity,0.7,3,108,0
67.3,620,560,60,0.1202,0.523,86,1.005,293,education,0.88,138,758,1
98.12,346,277,69,0.3542,0.587,184,0.649,162,road,0.76,11,357,0
98.59,307,247,60,0.3991,0.225,116,0.851,55,electricity,0.6,17,324,1
47.77,373,168,205,0.2843,0.113,85,0.365,18,housing,1.06,0,373,0
83.49,263,153,110,0.5457,0.758,145,0.494,116,road,0.86,0,263,0
42.57,426,124,302,0.3433,0.53,60,0.374,65,housing,1.04,0,426,0
25.15,695,178,517,0.1413,0.755,107,0.23,134,education,0.66,0,695,0
42.56,795,293,502,0.1453,0.11,29,0.302,32,healthcare,0.75,0,795,0
31.6,1126,333,793,0.0949,0.758,38,0.237,252,housing,0.91,6,1132,0
95.66,323,266,57,0.3596,0.805,183,0.816,214,education,0.69,12,335,0
31.49,192,46,146,0.6846,0.889,108,0.252,40,education,1.12,0,192,0
16.17,328,37,291,0.437,0.777,161,0.098,28,education,0.62,20,348,1
24.31,327,171,156,0.1422,0.418,85,0.551,71,electricity,0.89,84,411,1
60.37,419,290,129,0.2082,0.105,103,0.575,30,education,0.78,45,464,1
92.93,135,123,12,0.7555,0.669,157,1.008,82,electricity,0.74,4,139,0
74.18,200,166,34,0.4468,0.256,172,0.649,42,road,0.8,37,237,1
74.11,421,292,129,0.2538,0.16,185,0.835,46,water,1.17,0,421,0
62.2,1199,727,472,0.0856,0.85,29,0.468,617,housing,1.02,9,1208,0
26.17,206,55,151,0.4758,0.959,8,0.199,52,electricity,0.68,0,206,0
100.0,288,255,33,0.3922,0.28,121,1.135,71,water,0.64,0,288,0
14.67,800,106,694,0.1384,0.362,100,0.162,38,housing,0.68,2,802,0
100.0,750,699,51,0.1431,0.663,193,0.862,463,healthcare,1.08,4,754,0
78.99,215,170,45,0.4646,0.204,166,0.773,34,education,1.0,12,227,0
30.05,863,236,627,0.1273,0.159,60,0.253,37,healthcare,0.97,0,863,0
37.2,945,338,607,0.11,0.966,48,0.338,326,healthcare,0.65,17,962,1
74.97,536,397,139,0.1888,0.331,70,0.846,131,housing,0.71,8,544,0
37.94,152,54,98,0.7025,0.381,86,0.278,20,water,0.91,13,165,0
58.37,379,234,145,0.2494,0.936,112,0.672,219,water,0.69,1,380,0
65.79,231,181,50,0.3635,0.173,86,0.579,31,electricity,0.99,46,277,1
27.54,1034,699,335,0.0394,0.196,81,0.642,137,healthcare,1.15,123,1157,1
20.38,550,174,376,0.1171,0.273,132,0.305,47,road,1.14,26,576,1
4.8,912,106,806,0.0453,0.969,114,0.105,102,healthcare,1.15,106,1018,1
60.69,686,610,76,0.0995,0.951,96,0.64,580,road,1.16,43,729,1
62.76,592,391,201,0.1605,0.419,137,0.656,163,healthcare,1.13,0,592,0
66.12,1054,622,432,0.1063,0.243,26,0.559,151,healthcare,1.15,0,1054,0
48.67,672,248,424,0.1963,0.421,25,0.453,104,healthcare,0.78,0,672,0
24.44,406,55,351,0.4444,0.257,95,0.152,14,water,0.96,12,418,0
93.73,262,224,38,0.4184,0.147,151,0.762,32,road,1.17,8,270,0
100.0,266,224,42,0.4464,0.456,97,1.037,102,road,0.88,0,266,0
34.98,336,182,154,0.1922,0.61,199,0.531,110,electricity,0.69,54,390,1
36.7,511,263,248,0.1395,0.177,113,0.491,46,housing,0.66,31,542,1
28.52,876,482,394,0.0592,0.742,109,0.507,357,housing,0.62,59,935,1
74.82,709,522,187,0.1433,0.989,9,0.871,516,education,0.81,6,715,0
89.84,123,87,36,1.0326,0.832,96,0.864,72,electricity,0.62,1,124,0
65.46,456,398,58,0.1645,0.112,18,1.03,44,road,0.93,102,558,1
43.69,296,125,171,0.3495,0.505,7,0.44,63,electricity,0.99,15,311,1
1.38,293,39,254,0.0354,0.758,114,0.16,29,electricity,1.19,64,357,1
63.25,527,396,131,0.1597,0.469,10,0.67,185,water,0.98,14,541,0
46.23,717,388,329,0.1191,0.576,156,0.681,223,healthcare,1.05,5,722,0
22.44,268,73,195,0.3074,0.9,64,0.198,65,water,0.98,6,274,0
50.44,305,162,143,0.3113,0.607,174,0.589,98,water,0.7,1,306,0
50.75,374,287,87,0.1768,0.176,117,0.632,50,healthcare,0.97,35,409,1
12.26,351,39,312,0.3142,0.474,47,0.103,18,education,1.1,3,354,0
73.67,331,219,112,0.3364,0.549,176,0.469,120,electricity,0.81,0,331,0
28.31,1213,336,877,0.0843,0.634,14,0.288,212,housing,0.82,0,1213,0
24.26,380,47,333,0.5161,0.582,140,0.106,27,road,1.15,8,388,0
11.58,625,144,481,0.0804,0.394,51,0.277,56,education,0.89,96,721,1
49.25,531,228,303,0.216,0.107,90,0.557,24,water,0.86,0,531,0
62.82,135,128,7,0.4908,0.14,86,1.04,17,water,1.1,61,196,1
58.47,355,237,118,0.2467,0.544,54,0.508,128,education,1.02,3,358,0
41.14,1049,855,194,0.0481,0.816,155,0.786,698,healthcare,0.97,39,1088,1
31.43,480,124,356,0.2534,0.117,86,0.285,14,road,0.9,0,480,0
42.15,719,281,438,0.15,0.425,121,0.357,119,education,1.11,0,719,0
100.0,412,355,57,0.2817,0.846,5,0.793,300,education,0.84,0,412,0
77.4,991,790,201,0.098,0.707,40,0.987,558,housing,0.72,5,996,0
9.49,403,91,312,0.1042,0.321,176,0.25,29,housing,1.12,61,464,1
42.23,386,118,268,0.3579,0.28,193,0.378,33,road,1.17,3,389,0
48.68,414,196,218,0.2484,0.138,121,0.54,27,healthcare,0.61,8,422,0
23.02,316,67,249,0.3436,0.752,36,0.153,50,education,0.99,0,316,0
56.69,965,879,86,0.0645,0.368,164,1.041,323,housing,0.64,44,1009,1
59.31,214,130,84,0.4562,0.795,57,0.663,103,education,1.12,0,214,0
22.88,257,40,217,0.5721,0.898,133,0.124,35,education,1.04,2,259,0
68.97,382,317,65,0.2176,0.445,14,0.666,140,healthcare,1.12,45,427,1
59.61,462,417,45,0.1429,0.968,197,0.734,403,education,0.84,107,569,1
26.44,334,64,270,0.4131,0.133,115,0.173,8,water,0.82,1,335,0
11.46,296,64,232,0.179,0.491,42,0.161,31,education,0.68,37,333,1
100.0,410,348,62,0.2874,0.645,191,0.981,224,housing,1.01,9,419,0
27.07,90,45,45,0.6016,0.501,99,0.659,22,electricity,0.98,30,120,1
31.07,495,162,333,0.1918,0.507,44,0.259,82,healthcare,1.13,11,506,0
27.09,275,72,203,0.3762,0.367,139,0.318,26,electricity,1.07,0,275,0
66.25,442,262,180,0.2529,0.734,16,0.604,192,road,0.76,0,442,0
69.42,995,602,393,0.1153,0.504,72,0.558,303,healthcare,0.8,0,995,0
89.97,396,253,143,0.3556,0.901,67,0.805,227,education,1.07,4,400,0
37.85,403,192,211,0.1971,0.476,156,0.536,91,healthcare,1.05,29,432,1
43.92,396,133,263,0.3302,0.376,196,0.321,50,healthcare,1.14,0,396,0
25.3,346,58,288,0.4363,0.336,21,0.188,19,education,0.99,0,346,0
51.19,480,135,345,0.3792,0.989,120,0.267,133,housing,1.07,0,480,0
35.11,360,163,197,0.2154,0.409,136,0.429,66,electricity,0.84,49,409,1
28.18,246,86,160,0.3277,0.413,116,0.273,35,electricity,1.18,5,251,0
63.87,954,467,487,0.1368,0.954,36,0.375,445,healthcare,0.89,0,954,0
13.2,458,62,396,0.2129,0.438,114,0.146,27,road,0.68,10,468,0
60.56,202,89,113,0.6805,0.781,54,0.461,69,electricity,0.67,0,202,0
19.86,711,143,568,0.1389,0.592,8,0.219,84,education,1.05,0,711,0
12.61,645,131,514,0.0963,0.139,182,0.217,18,healthcare,0.67,69,714,1
69.65,423,286,137,0.2435,0.404,19,0.565,115,education,0.89,0,423,0
71.96,400,335,65,0.2148,0.409,8,0.643,137,education,0.96,29,429,1
30.34,263,88,175,0.3448,0.215,135,0.416,18,electricity,1.17,3,266,0
12.06,1295,249,1046,0.0484,0.766,139,0.176,190,housing,0.91,28,1323,1
88.28,427,355,72,0.2487,0.365,154,0.752,129,housing,1.12,0,427,0
37.07,194,104,90,0.3565,0.386,20,0.418,40,water,0.63,66,260,1
86.33,274,175,99,0.4933,0.447,35,0.461,78,water,1.14,0,274,0
59.81,265,203,62,0.2946,0.73,162,0.721,148,education,0.78,83,348,1
78.5,599,462,137,0.1699,0.505,36,0.756,233,education,0.95,23,622,1
93.04,828,586,242,0.1588,0.852,42,0.822,499,healthcare,0.67,0,828,0
53.89,555,398,157,0.1354,0.358,168,0.795,142,housing,0.75,46,601,1
100.0,168,152,16,0.6579,0.252,54,0.666,38,electricity,0.87,0,168,0
68.65,340,298,42,0.2304,0.617,128,0.801,183,electricity,1.1,92,432,1
26.32,359,138,221,0.1907,0.255,182,0.367,35,electricity,0.67,49,408,1
29.26,597,179,418,0.1635,0.832,88,0.262,148,education,0.67,0,597,0
75.62,913,534,379,0.1416,0.14,30,0.72,74,housing,0.7,0,913,0
98.66,292,273,19,0.3614,0.672,91,0.739,183,road,1.17,10,302,0
63.83,335,229,106,0.2787,0.687,189,0.591,157,education,0.68,4,339,0
41.53,293,59,234,0.704,0.274,22,0.261,16,electricity,1.09,0,293,0
29.2,441,92,349,0.3174,0.738,22,0.204,67,road,0.97,0,441,0
52.78,114,80,34,0.6597,0.995,69,0.627,79,electricity,0.62,28,142,1
94.42,668,570,98,0.1657,0.763,112,1.037,434,healthcare,0.73,1,669,0
100.0,674,548,126,0.1825,0.167,141,0.822,91,healthcare,1.09,3,677,0
100.0,324,227,97,0.4405,0.819,85,0.707,185,education,1.18,0,324,0
22.49,295,69,226,0.3259,0.605,27,0.207,41,water,1.03,8,303,0
90.58,408,297,111,0.305,0.836,34,0.79,248,water,0.6,10,418,0
100.0,285,191,94,0.5236,0.427,149,0.542,81,road,0.82,3,288,0
100.0,159,146,13,0.6849,0.316,176,0.734,46,electricity,0.91,0,159,0
18.42,219,39,180,0.4723,0.27,40,0.222,10,water,1.08,0,219,0
10.31,898,121,777,0.0852,0.999,150,0.133,120,housing,1.1,8,906,0
12.22,135,24,111,0.5091,0.574,106,0.171,13,electricity,0.82,44,179,1
53.29,313,114,199,0.4674,0.893,132,0.453,101,road,1.05,0,313,0
38.25,1458,484,974,0.079,0.828,5,0.235,400,housing,1.16,0,1458,0
14.83,335,39,296,0.3803,0.509,34,0.133,19,water,0.88,0,335,0
65.96,504,430,74,0.1534,0.295,184,0.849,126,water,0.7,20,524,1
17.12,700,136,564,0.1259,0.415,38,0.206,56,road,0.87,0,700,0
11.03,328,115,213,0.0959,0.836,8,0.364,96,education,1.02,99,427,1
11.94,358,64,294,0.1866,0.934,124,0.128,59,electricity,0.96,22,380,1
16.71,934,196,738,0.0852,0.319,52,0.219,62,housing,1.04,7,941,0
13.34,114,28,86,0.4763,0.519,82,0.178,14,electricity,0.74,70,184,1
29.48,587,139,448,0.2121,0.566,116,0.277,78,education,1.02,0,587,0
100.0,215,190,25,0.5263,0.395,172,0.672,74,electricity,0.68,4,219,0
87.55,289,199,90,0.4399,0.179,72,0.619,35,road,1.02,0,289,0
24.63,244,88,156,0.2799,0.592,196,0.427,52,electricity,0.85,51,295,1
22.55,138,24,114,0.9395,0.461,143,0.173,11,electricity,0.62,0,138,0
81.97,276,217,59,0.3777,0.348,65,0.828,75,water,0.71,14,290,0
17.8,123,15,108,1.187,0.104,122,0.166,1,water,1.12,8,131,0
18.26,394,63,331,0.2899,0.576,197,0.186,36,healthcare,1.16,6,400,0
67.98,846,462,384,0.1472,0.662,52,0.452,305,healthcare,0.64,6,852,0
21.35,352,87,265,0.2453,0.367,131,0.294,31,road,0.91,5,357,0
40.96,844,354,490,0.1157,0.405,118,0.421,143,healthcare,1.05,10,854,0
87.66,191,157,34,0.5584,0.678,198,0.674,106,road,0.87,14,205,0
53.08,675,456,219,0.1164,0.397,67,0.587,180,education,0.99,65,740,1
32.39,623,293,330,0.1105,0.682,167,0.494,199,education,1.16,43,666,1
100.0,122,113,9,0.885,0.474,138,0.91,53,water,0.69,0,122,0
29.87,235,61,174,0.4897,0.129,77,0.288,7,water,0.95,0,235,0
42.47,847,292,555,0.1454,0.327,153,0.333,95,healthcare,1.05,12,859,0
100.0,739,539,200,0.1855,0.91,29,0.659,490,healthcare,0.63,0,739,0
16.61,621,121,500,0.1373,0.783,83,0.237,94,healthcare,0.78,3,624,0
50.26,279,91,188,0.5523,0.89,146,0.394,80,education,0.78,0,279,0
11.54,279,64,215,0.1804,0.703,111,0.299,45,electricity,0.88,68,347,1
20.94,304,101,203,0.2073,0.307,127,0.4,30,water,0.62,70,374,1
27.73,431,80,351,0.3466,0.684,153,0.183,54,healthcare,0.62,0,431,0
90.25,708,514,194,0.1756,0.637,115,0.802,327,education,0.78,0,708,0
35.65,411,177,234,0.2014,0.823,135,0.367,145,healthcare,0.97,4,415,0
30.21,497,238,259,0.1269,0.891,182,0.441,212,housing,0.62,94,591,1
34.75,423,287,136,0.1211,0.862,140,0.701,247,healthcare,0.91,90,513,1
100.0,138,110,28,0.9091,0.559,91,0.854,61,electricity,0.86,0,138,0
51.21,713,428,285,0.1196,0.245,76,0.711,105,education,0.78,39,752,1
33.4,184,137,47,0.2438,0.338,120,0.846,46,education,0.97,89,273,1
52.23,189,90,99,0.5804,0.595,179,0.527,53,education,0.8,0,189,0
69.24,363,278,85,0.2491,0.331,140,0.752,92,education,1.11,25,388,1
16.37,204,39,165,0.4197,0.577,82,0.209,22,electricity,1.06,0,204,0
100.0,135,111,24,0.9009,0.56,8,1.016,62,water,0.65,6,141,0
77.97,456,252,204,0.3094,0.614,180,0.496,154,education,1.17,0,456,0
72.41,554,404,150,0.1792,0.427,69,0.528,172,road,0.97,0,554,0
77.71,435,265,170,0.2933,0.991,116,0.607,262,housing,0.73,0,435,0
56.1,311,233,78,0.2408,0.485,114,0.53,112,water,0.85,102,413,1
56.89,854,271,583,0.2099,0.285,151,0.405,77,healthcare,0.79,0,854,0
89.31,795,502,293,0.1779,0.703,45,0.603,352,housing,0.61,0,795,0
100.0,470,398,72,0.2513,0.269,137,0.807,107,housing,0.6,0,470,0
100.0,901,829,72,0.1206,0.921,23,0.707,763,healthcare,0.72,0,901,0
15.12,231,48,183,0.3149,0.55,5,0.17,26,education,1.08,16,247,1
26.88,203,76,127,0.3536,0.16,165,0.457,12,education,0.99,18,221,1
19.68,258,37,221,0.532,0.583,61,0.129,21,electricity,0.73,2,260,0
73.69,467,360,107,0.2047,0.145,152,0.833,52,road,0.97,1,468,0
65.02,284,129,155,0.504,0.956,25,0.553,123,education,0.94,9,293,0
59.41,485,254,231,0.2339,0.78,60,0.433,198,healthcare,0.87,3,488,0
100.0,253,212,41,0.4717,0.763,193,0.884,161,education,0.6,2,255,0
43.2,726,466,260,0.0927,0.268,40,0.522,124,education,0.95,76,802,1
91.53,269,176,93,0.5201,0.592,53,0.732,104,electricity,1.02,0,269,0
57.71,113,56,57,1.0305,0.987,130,0.54,55,electricity,0.63,12,125,0
43.35,364,210,154,0.2065,0.85,194,0.489,178,water,0.97,73,437,1
13.33,594,120,474,0.1111,0.138,5,0.243,16,education,0.85,38,632,1
54.58,454,225,229,0.2426,0.522,168,0.416,117,water,0.85,14,468,0
100.0,302,284,18,0.3521,0.394,122,0.856,111,road,1.05,0,302,0
23.4,240,83,157,0.2819,0.152,45,0.334,12,education,0.87,63,303,1
22.87,766,219,547,0.1044,0.613,148,0.205,134,housing,0.9,9,775,0
35.26,286,107,179,0.3296,0.993,60,0.279,106,electricity,0.99,2,288,0
100.0,200,162,38,0.6173,0.521,187,0.68,84,electricity,0.75,14,214,0
34.06,799,353,446,0.0965,0.489,195,0.521,172,housing,0.88,61,860,1
88.44,436,355,81,0.2491,0.924,137,0.705,328,water,1.1,0,436,0
35.06,130,49,81,0.7155,0.622,162,0.303,30,electricity,1.0,3,133,0
100.0,203,173,30,0.578,0.191,10,0.731,33,water,0.96,14,217,0
61.33,199,143,56,0.4289,0.715,30,0.737,102,education,0.98,61,260,1
39.07,1166,495,671,0.0789,0.447,69,0.528,221,housing,1.07,4,1170,0
22.78,232,49,183,0.4649,0.635,76,0.163,31,electricity,0.81,30,262,1
50.57,358,200,158,0.2529,0.165,184,0.697,32,electricity,0.98,5,363,0
50.26,587,391,196,0.1285,0.449,183,0.722,175,road,0.86,20,607,1
74.97,698,482,216,0.1555,0.524,119,0.681,252,education,0.83,18,716,1
51.77,373,180,193,0.2876,0.351,98,0.414,63,healthcare,1.15,5,378,0
88.29,335,268,67,0.3294,0.751,158,0.834,201,electricity,0.85,6,341,0
9.42,365,48,317,0.1962,0.607,76,0.12,29,water,0.77,13,378,0
34.15,311,77,234,0.4435,0.464,153,0.285,35,electricity,1.01,0,311,0
32.94,830,255,575,0.1292,0.262,158,0.289,66,healthcare,0.77,0,830,0
34.92,575,417,158,0.0837,0.461,14,0.616,192,road,1.03,128,703,1
79.18,313,173,140,0.4577,0.185,35,0.412,31,electricity,0.95,0,313,0
78.28,343,226,117,0.3464,0.458,167,0.759,103,electricity,0.73,0,343,0
81.72,211,131,80,0.6238,0.654,13,0.708,85,education,0.69,0,211,0
48.52,191,171,20,0.2837,0.282,140,0.651,48,water,1.08,125,316,1
27.76,482,116,366,0.2393,0.924,163,0.183,107,road,1.07,0,482,0
30.26,568,327,241,0.0925,0.128,8,0.411,41,healthcare,0.9,95,663,1
21.28,1054,303,751,0.0702,0.967,164,0.32,293,healthcare,1.16,38,1092,1
79.21,286,210,76,0.3772,0.787,10,0.764,165,electricity,0.82,10,296,0
36.12,1331,331,1000,0.1091,0.846,99,0.296,280,housing,1.08,8,1339,0
63.51,231,194,37,0.3274,0.757,108,0.774,146,electricity,0.78,74,305,1
66.07,463,429,34,0.154,0.65,175,1.05,278,water,0.71,73,536,1
28.5,656,299,357,0.0953,0.286,73,0.488,85,road,0.69,25,681,1
32.46,240,75,165,0.4328,0.979,128,0.317,73,electricity,0.7,3,243,0
65.21,1139,514,625,0.1269,0.603,120,0.434,309,housing,0.63,13,1152,0
53.83,190,142,48,0.3791,0.637,127,0.742,90,electricity,0.77,72,262,1
7.18,308,31,277,0.2315,0.439,9,0.132,13,water,0.72,28,336,1
91.84,289,179,110,0.5131,0.64,54,0.729,114,education,0.66,0,289,0
26.42,228,37,191,0.714,0.461,160,0.208,17,water,0.72,0,228,0
45.21,193,58,135,0.7795,0.176,139,0.374,10,water,0.91,0,193,0
51.54,430,193,237,0.2671,0.662,106,0.53,127,education,0.88,3,433,0
96.09,937,858,79,0.112,0.757,120,0.861,649,healthcare,0.92,0,937,0
84.02,206,175,31,0.4801,0.372,80,0.913,65,road,0.78,0,206,0
49.97,730,416,314,0.1201,0.19,92,0.447,78,healthcare,0.94,4,734,0
42.14,349,179,170,0.2354,0.456,182,0.629,81,water,0.8,24,373,1
100.0,566,464,102,0.2155,0.703,125,0.861,325,housing,0.8,18,584,1
58.37,256,242,14,0.2412,0.579,64,0.876,140,water,1.17,121,377,1
72.55,222,102,120,0.7113,0.46,27,0.494,46,electricity,0.61,0,222,0
100.0,268,227,41,0.4405,0.692,160,0.767,157,education,1.03,0,268,0
100.0,745,645,100,0.155,0.286,125,0.961,184,healthcare,0.67,5,750,0
33.22,166,43,123,0.7726,0.654,74,0.316,28,electricity,0.78,16,182,1
57.17,477,278,199,0.2056,0.125,83,0.41,34,education,1.09,0,477,0
22.81,666,201,465,0.1135,0.216,26,0.369,43,road,0.98,43,709,1
11.0,1125,162,963,0.0679,0.917,130,0.131,148,housing,1.17,0,1125,0
85.25,282,246,36,0.3465,0.445,18,0.668,109,water,1.16,4,286,0
21.61,283,116,167,0.1863,0.982,194,0.458,113,water,1.18,32,315,1
40.7,322,91,231,0.4472,0.963,34,0.229,87,education,0.98,1,323,0
81.9,311,180,131,0.455,0.708,150,0.737,127,water,0.93,0,311,0
37.71,308,155,153,0.2433,0.707,141,0.366,109,education,0.92,38,346,1
62.33,439,203,236,0.3071,0.235,19,0.557,47,education,1.0,0,439,0
89.9,115,101,14,0.8901,0.347,87,0.931,35,electricity,0.62,0,115,0
38.88,396,132,264,0.2945,0.31,132,0.43,40,water,1.06,0,396,0
43.83,535,227,308,0.1931,0.191,92,0.537,43,housing,0.76,0,535,0
87.61,366,239,127,0.3666,0.894,151,0.796,213,healthcare,0.78,0,366,0
26.93,340,137,203,0.1966,0.42,155,0.33,57,electricity,0.7,20,360,1
70.19,278,263,15,0.2669,0.147,172,1.22,38,electricity,0.81,81,359,1
41.29,326,136,190,0.3036,0.57,69,0.439,77,water,0.8,0,326,0
62.79,257,235,22,0.2672,0.551,70,1.141,129,water,0.82,46,303,1
49.63,516,360,156,0.1379,0.652,68,0.565,234,healthcare,0.85,73,589,1
41.37,944,846,98,0.0489,0.559,83,0.918,473,housing,0.7,78,1022,1
5.83,662,91,571,0.0641,0.156,42,0.117,14,education,0.71,29,691,1
28.07,134,29,105,0.968,0.824,62,0.225,23,water,0.92,22,156,1
25.94,651,97,554,0.2674,0.858,145,0.14,83,healthcare,0.73,7,658,0
80.75,639,364,275,0.2218,0.268,77,0.438,97,housing,0.9,0,639,0
40.81,175,80,95,0.5101,0.457,77,0.421,36,electricity,1.09,0,175,0
46.27,134,71,63,0.6517,0.624,41,0.486,44,water,0.66,3,137,0
85.03,639,405,234,0.2099,0.86,94,0.526,348,healthcare,0.98,0,639,0
40.35,370,189,181,0.2135,0.806,89,0.662,152,healthcare,1.14,33,403,1
59.95,404,181,223,0.3312,0.865,144,0.399,156,road,0.96,4,408,0
50.16,349,163,186,0.3077,0.978,149,0.522,159,road,1.18,0,349,0
